type,street,city,state,zip_code,beds,total_baths,sqft,year_built,sold_price,sold_date,county,stories,parking_garage
SINGLE_FAMILY,220 Lemming Dr,Reno,NV,89523,3,2,2112,1987,675000,7/10/2023,Washoe,1,2
SINGLE_FAMILY,2300 Nelson Way,Sparks,NV,89431,4,2,1631,1960,464900,7/11/2023,Washoe,1,0
MOBILE,200 Haas Ct,Sun Valley,NV,89433,3,2,1456,1979,369900,7/10/2023,Washoe,1,0
SINGLE_FAMILY,3465 E Golden Valley Rd,Reno,NV,89506,3,2,1538,1979,395000,7/10/2023,Washoe,1,2
SINGLE_FAMILY,180 E Surge St,Reno,NV,89506,4,2,2047,1971,480000,7/10/2023,Washoe,1,1
CONDOS,900 S Meadows Pkwy,Reno,NV,89521,2,2,1175,2000,420000,7/10/2023,Washoe,1,1
SINGLE_FAMILY,4555 Kilborne Ct,Reno,NV,89509,3,2,1385,1992,490000,7/10/2023,Washoe,1,0
SINGLE_FAMILY,4900 Mountainshyre Rd,Reno,NV,89519,3,2.5,2995,1998,1250000,7/10/2023,Washoe,1,4
SINGLE_FAMILY,7713 Navasota Dr,Sparks,NV,89436,3,2,1796,2022,532000,7/10/2023,Washoe,1,2
SINGLE_FAMILY,2224 Vista Terrace Ln,Sparks,NV,89436,3,2.5,1735,1994,531000,7/7/2023,Washoe,2,3
SINGLE_FAMILY,5336 Santa Barbara Ave,Sparks,NV,89436,4,3,2315,1990,514000,7/10/2023,Washoe,2,2
CONDOS,2450 Lymbery St,Reno,NV,89509,0,1,409,1978,151000,7/10/2023,Washoe,1,0
SINGLE_FAMILY,5420 Mira Loma Dr,Reno,NV,89502,4,3,2888,2002,747688,7/10/2023,Washoe,2,3
SINGLE_FAMILY,831 Ryland St,Reno,NV,89502,2,1,704,2017,357000,7/10/2023,Washoe,2,1
SINGLE_FAMILY,2350 Trail Ridge Ct,Reno,NV,89523,4,3.5,3708,2005,1200000,7/7/2023,Washoe,2,3
SINGLE_FAMILY,10130 Mesa Cortona Dr,Reno,NV,89521,3,2,1719,2015,580000,7/7/2023,Washoe,1,2
SINGLE_FAMILY,2260 Saddletree Trl,Reno,NV,89523,3,3,2553,2004,725000,7/7/2023,Washoe,1,0
SINGLE_FAMILY,1158 Mayflower Dr,Reno,NV,89509,5,3,2615,1992,795000,7/10/2023,Washoe,2,3
SINGLE_FAMILY,1175 Akard Dr,Reno,NV,89503,3,2,1176,1962,473000,7/7/2023,Washoe,1,2
SINGLE_FAMILY,8936 Suncreek Trl,Reno,NV,89523,3,5,4167,2022,1460000,7/7/2023,Washoe,1,0
SINGLE_FAMILY,10609 Bighorn Dr,Reno,NV,89508,3,2,1536,1984,585000,7/7/2023,Washoe,2,2
SINGLE_FAMILY,1619 Knox Ave,Reno,NV,89509,2,1,1372,1945,540000,7/10/2023,Washoe,1,1
SINGLE_FAMILY,2511 Monte Verde Way,Sparks,NV,89434,4,2,1616,1979,511000,7/7/2023,Washoe,1,3
SINGLE_FAMILY,3195 Heatheridge Ln,Reno,NV,89509,4,3.5,2587,1995,899000,7/7/2023,Washoe,2,3
CONDOS,2146 Roundhouse Rd,Sparks,NV,89431,1,1,548,1980,172000,7/7/2023,Washoe,1,0
SINGLE_FAMILY,2880 Oxley Dr,Sparks,NV,89436,5,4,3918,2003,830000,7/7/2023,Washoe,2,3
TOWNHOMES,1605 London Cir,Sparks,NV,89431,3,1.5,1187,1971,335000,7/7/2023,Washoe,2,2
SINGLE_FAMILY,1621 Mountain Ln,Reno,NV,89521,3,2.5,2128,2001,562000,7/7/2023,Washoe,2,2
SINGLE_FAMILY,7176 Windstar Dr,Reno,NV,89523,4,3.5,3170,2002,835000,7/7/2023,Washoe,2,3
SINGLE_FAMILY,1277 Lonedale Dr,Sparks,NV,89436,4,2.5,2288,2023,574950,7/7/2023,Washoe,1,0
TOWNHOMES,3150 Oakshire Ct,Reno,NV,89509,3,3,1488,1985,515000,7/7/2023,Washoe,2,2
CONDOS,123 Juanita Dr,Incline Village,NV,89451,3,2,1242,1971,1035000,7/7/2023,Washoe,2,0
SINGLE_FAMILY,686 E Quail St,Sparks,NV,89431,4,2,1716,1972,430000,7/7/2023,Washoe,2,2
SINGLE_FAMILY,9180 Gilvarry St,Reno,NV,89506,3,2,1675,2008,455000,7/7/2023,Washoe,1,2
SINGLE_FAMILY,1440 Trainer Way,Reno,NV,89512,3,1,1000,1957,336000,7/7/2023,Washoe,1,2
SINGLE_FAMILY,455 Kathy Ter,Sparks,NV,89436,3,2,1306,1996,455000,7/7/2023,Washoe,1,2
SINGLE_FAMILY,716/718 Humboldt,Reno,NV,89509,2,1,1045,1926,625000,7/7/2023,Washoe,1,0
SINGLE_FAMILY,8275 Opal Ranch Way,Reno,NV,89506,5,3,2706,2006,595000,7/7/2023,Washoe,1,3
SINGLE_FAMILY,2815 Parkway Dr,Reno,NV,89502,3,3.5,2528,1985,650000,7/7/2023,Washoe,1,2
SINGLE_FAMILY,9325 Copper Mountain Cir,Reno,NV,89523,2,2,2487,2008,769000,7/7/2023,Washoe,1,3
CONDOS,4604 Neil Rd,Reno,NV,89502,2,1,860,1978,210000,7/7/2023,Washoe,1,0
SINGLE_FAMILY,13270 W Saddlebow Dr,Reno,NV,89511,4,3,2695,2001,1250000,7/7/2023,Washoe,1,4
SINGLE_FAMILY,11667 Sugarloaf Peak Dr,Sparks,NV,89441,4,3,2632,2023,689321,7/7/2023,Washoe,1,0
SINGLE_FAMILY,18226 Grizzly Bear Ct,Reno,NV,89508,3,2.5,1977,2014,460000,7/7/2023,Washoe,1,2
MULTI_FAMILY,655 Walker Ave,Reno,NV,89509,4,2,2240,1977,440000,7/7/2023,Washoe,2,0
SINGLE_FAMILY,1277 Lonedale Dr,Sparks,NV,89436,4,2.5,2300,2023,574950,7/7/2023,Washoe,1,3
MULTI_FAMILY,532 Claremont St,Reno,NV,89502,5,3,2146,1932,580000,7/7/2023,Washoe,1,0
CONDOS,952 Ridgewood Dr,Sparks,NV,89434,3,2,1225,1973,322000,7/7/2023,Washoe,1,0
SINGLE_FAMILY,2470 Lincoln Meadows Dr,Reno,NV,89521,3,2.5,2261,2003,645000,7/7/2023,Washoe,2,3
TOWNHOMES,895 Tyler Way,Sparks,NV,89431,2,2,1272,1979,307000,7/7/2023,Washoe,2,2
SINGLE_FAMILY,10231 Palladium Mine Dr,Reno,NV,89521,4,3,3345,2021,1075000,7/7/2023,Washoe,2,3
SINGLE_FAMILY,8643 Sky Key Rd,Reno,NV,89506,3,3,2290,2020,565000,7/7/2023,Washoe,2,2
MULTI_FAMILY,1724 H St,Sparks,NV,89431,4,3,1440,1954,457500,7/7/2023,Washoe,1,0
SINGLE_FAMILY,2287 Rockin Robin Dr,Sparks,NV,89441,3,2,1775,2002,549000,7/7/2023,Washoe,1,3
SINGLE_FAMILY,3574 Penn National Dr,Reno,NV,89512,4,2.5,1924,2022,499900,7/7/2023,Washoe,2,2
SINGLE_FAMILY,5225 Paris Ct,Reno,NV,89511,3,3.5,2883,2013,1475000,7/6/2023,Washoe,1,3
SINGLE_FAMILY,2421 Metolius Dr,Sparks,NV,89436,4,3,2556,2022,607805,7/7/2023,Washoe,2,0
CONDOS,1000 Beck Showing Time Instruct St,Reno,NV,89509,2,1,833,1979,236500,7/6/2023,Washoe,1,0
OTHER,527 Washington St,Reno,NV,89503,0,0,2956,1983,900000,7/7/2023,Washoe,1,0
SINGLE_FAMILY,1080 Village Knoll Dr,Sparks,NV,89436,2,2,1673,2003,425000,7/6/2023,Washoe,1,0
SINGLE_FAMILY,18730 Trail Canyon Ct,Reno,NV,89508,4,2,2112,2020,515000,7/6/2023,Washoe,1,3
SINGLE_FAMILY,5029 Chappelet Dr,Sparks,NV,89436,5,3,3217,2005,805000,7/7/2023,Washoe,1,0
SINGLE_FAMILY,18312 Beechwood Ct,Reno,NV,89508,3,2,1777,2003,454000,7/7/2023,Washoe,1,3
SINGLE_FAMILY,9537 Black Bear Dr,Reno,NV,89506,4,2.5,2122,2001,470000,7/6/2023,Washoe,2,3
SINGLE_FAMILY,2545 Sagittarius Dr,Reno,NV,89509,4,2,1979,1977,650000,7/6/2023,Washoe,1,2
SINGLE_FAMILY,6075 Bankside Way,Reno,NV,89523,2,1,900,1985,360000,7/6/2023,Washoe,1,0
SINGLE_FAMILY,3540 Zion Ln,Reno,NV,89503,3,2,1176,1963,479000,7/5/2023,Washoe,1,2
CONDOS,12192 Andes St,Reno,NV,89506,3,1,1192,1950,330000,7/7/2023,Washoe,1,1
SINGLE_FAMILY,5384 Desertstone Dr,Sparks,NV,89436,4,3,2305,2007,605000,7/6/2023,Washoe,2,2
TOWNHOMES,5382 Allegheny St,Reno,NV,89506,3,1,1192,1950,330000,7/6/2023,Washoe,1,1
SINGLE_FAMILY,8765 Aquifer Way,Reno,NV,89506,4,2,1464,1976,435000,7/6/2023,Washoe,1,2
CONDOS,1945 4th St,Sparks,NV,89431,2,1,940,1960,138000,7/6/2023,Washoe,2,1
SINGLE_FAMILY,2295 Maximus Ln,Reno,NV,89521,2,2,1661,2016,689000,7/6/2023,Washoe,1,2
CONDOS,1682 Gault Way,Sparks,NV,89431,3,2,1044,1971,310000,7/7/2023,Washoe,1,1
SINGLE_FAMILY,509 M St,Sparks,NV,89431,4,2,1378,1955,380000,7/5/2023,Washoe,1,0
CONDOS,20 E 9th St,Reno,NV,89501,2,2,919,1984,225000,7/5/2023,Washoe,1,0
SINGLE_FAMILY,840 Golfers Pass Rd,Incline Village,NV,89451,4,3,2811,1991,1785000,7/5/2023,Washoe,2,3
SINGLE_FAMILY,5065 Hitch Rd,Reno,NV,89506,3,2,1703,2006,485000,7/6/2023,Washoe,1,3
SINGLE_FAMILY,811 Snead Ct,Incline Village,NV,89451,5,4.5,3555,1989,3750000,7/6/2023,Washoe,2,0
SINGLE_FAMILY,1981 Phaethon Ln,Reno,NV,89521,2,2,1690,2018,665000,7/5/2023,Washoe,1,2
SINGLE_FAMILY,626 Coyote Bluff Ct,Reno,NV,89506,3,2.5,1614,2023,434950,7/6/2023,Washoe,2,2
SINGLE_FAMILY,7970 Cadiz Ct,Sparks,NV,89436,3,2.5,2116,1998,639000,7/5/2023,Washoe,1,3
SINGLE_FAMILY,1105 Greenwich Way,Reno,NV,89519,3,3,2223,1996,761500,7/5/2023,Washoe,2,2
SINGLE_FAMILY,10778 Misty Meadows Dr,Reno,NV,89521,3,2.5,2261,2005,780000,7/6/2023,Washoe,2,3
MOBILE,536 E 7th Ave,Sun Valley,NV,89433,3,2,1680,1986,336000,7/6/2023,Washoe,1,1
TOWNHOMES,1325 S Meadows Pkwy,Reno,NV,89521,1,1,1033,2004,340000,7/3/2023,Washoe,2,1
SINGLE_FAMILY,2201 Kates Bridge Dr,Reno,NV,89521,2,2.5,2005,2021,870000,7/5/2023,Washoe,1,2
SINGLE_FAMILY,1539 Corleone Dr,Sparks,NV,89434,2,2,2256,2002,630000,7/3/2023,Washoe,1,2
CONDOS,900 S Meadows Pkwy,Reno,NV,89521,1,1,829,1999,330000,7/5/2023,Washoe,1,1
CONDOS,3145 Wedgewood Ct,Reno,NV,89509,3,2.5,1488,1986,525000,7/5/2023,Washoe,2,2
SINGLE_FAMILY,1425 York Way,Sparks,NV,89431,3,1,1044,1958,399900,7/5/2023,Washoe,1,1
SINGLE_FAMILY,817 Lakeshore Blvd,Incline Village,NV,89451,5,4.5,3442,1976,15000000,7/5/2023,Washoe,2,2
SINGLE_FAMILY,4746 Wood Thrush Ln,Sparks,NV,89436,3,3,2358,2006,570000,7/5/2023,Washoe,2,2
SINGLE_FAMILY,7717 Rhythm Cir,Sparks,NV,89436,4,3,2387,2015,695000,7/5/2023,Washoe,1,3
SINGLE_FAMILY,13305 Mount Lassen St,Reno,NV,89506,3,1.5,1040,2001,325000,7/5/2023,Washoe,1,1
SINGLE_FAMILY,1529 Medolla Dr,Sparks,NV,89434,3,2,1595,2003,507500,7/3/2023,Washoe,1,2
SINGLE_FAMILY,18321 Vineyard Ct,Reno,NV,89508,4,2.5,2016,2006,440000,7/3/2023,Washoe,2,2
SINGLE_FAMILY,4020 S Westpoint Dr,Reno,NV,89509,3,2,1790,1993,670000,7/3/2023,Washoe,1,2
CONDOS,2661 Sycamore Glen Dr,Sparks,NV,89434,2,2,918,1996,205000,7/3/2023,Washoe,1,0
SINGLE_FAMILY,1070 Mark Allen Cir,Reno,NV,89503,3,3,1854,1971,550000,7/3/2023,Washoe,2,2
CONDOS,399 Willow Ct,Incline Village,NV,89451,3,3,1332,1982,810000,7/3/2023,Washoe,3,0
CONDOS,2095 Highview Ct,Reno,NV,89512,2,2,919,1984,225000,7/5/2023,Washoe,1,0
SINGLE_FAMILY,1057 Table Mountain Way,Sparks,NV,89436,3,2,1359,1999,420000,7/3/2023,Washoe,1,2
SINGLE_FAMILY,1360 Faland Way,Reno,NV,89503,3,2,2040,1941,490000,7/3/2023,Washoe,1,1
CONDOS,200 W 2nd St,Reno,NV,89501,1,1,730,1978,244900,7/3/2023,Washoe,1,0
SINGLE_FAMILY,7705 Opal Bluff Dr,Reno,NV,89506,4,3,2358,2007,570000,7/3/2023,Washoe,2,0
SINGLE_FAMILY,2160 Dutch Draft Dr,Reno,NV,89521,5,3.5,3210,2015,750000,7/3/2023,Washoe,2,3
SINGLE_FAMILY,9525 Fremont Way,Reno,NV,89506,4,2,1768,1971,420000,7/3/2023,Washoe,1,1
CONDOS,525 Lakeshore Blvd,Incline Village,NV,89451,3,3,1708,1964,3350000,7/3/2023,Washoe,2,0
SINGLE_FAMILY,3805 Bexley Sq,Reno,NV,89503,3,2,1352,1980,490000,7/3/2023,Washoe,1,2
SINGLE_FAMILY,6202 Telehurst Dr,Sparks,NV,89436,3,2.5,2418,2004,675000,7/21/2023,Washoe,1,3
SINGLE_FAMILY,7430 Bryan Canyon Rd,Washoe Valley,NV,89704,3,2.5,3230,1992,1535000,7/21/2023,Washoe,2,10
SINGLE_FAMILY,2435 Buttermere Ct,Reno,NV,89521,3,2.5,2369,2020,845000,7/21/2023,Washoe,1,3
TOWNHOMES,1979 Amazonite Dr,Sparks,NV,89436,3,2.5,1453,2023,432990,7/21/2023,Washoe,2,2
MOBILE,6040 Smokey Canyon Dr,Sun Valley,NV,89433,2,2,1440,1969,300000,7/21/2023,Washoe,1,0
SINGLE_FAMILY,1108 E St,Sparks,NV,89431,3,1,1322,1941,290000,7/21/2023,Washoe,1,1
SINGLE_FAMILY,260 Shady Valley Rd,Sparks,NV,89441,4,3,2762,2014,800000,7/21/2023,Washoe,1,3
SINGLE_FAMILY,2275 Slater Mill Dr,Sparks,NV,89441,3,2,1469,2023,502729,7/21/2023,Washoe,1,2
SINGLE_FAMILY,2404 Manzanita Ln,Reno,NV,89509,3,2.5,2725,1992,1024000,7/21/2023,Washoe,1,3
SINGLE_FAMILY,7230 Grand Island Dr,Sparks,NV,89436,4,2.5,1924,1998,500000,7/21/2023,Washoe,2,2
SINGLE_FAMILY,590 Roseben Dr,Reno,NV,89521,4,3,2361,2006,650000,7/21/2023,Washoe,2,3
TOWNHOMES,144 Village Blvd,Incline Village,NV,89451,2,2.5,1293,1985,1360000,7/21/2023,Washoe,2,1
SINGLE_FAMILY,289 Shelby Dr,Sparks,NV,89436,5,3,2678,2000,825000,7/21/2023,Washoe,1,3
SINGLE_FAMILY,3178 Vista Favoloso,Reno,NV,89519,4,4.5,3277,2017,1775000,7/21/2023,Washoe,2,3
TOWNHOMES,929 Northwood Blvd,Incline Village,NV,89451,3,3,2566,1996,1750000,7/21/2023,Washoe,3,2
SINGLE_FAMILY,18507 Silverbell Ct,Reno,NV,89508,4,2.5,1977,2017,455000,7/21/2023,Washoe,1,2
SINGLE_FAMILY,2790 Sandestin Dr,Reno,NV,89523,3,2,2045,2003,742450,7/21/2023,Washoe,1,3
SINGLE_FAMILY,1360 Tioga Way,Reno,NV,89503,4,3,1669,1964,350000,7/21/2023,Washoe,2,1
SINGLE_FAMILY,6310 Park Pl,Reno,NV,89523,3,2.5,1607,1992,520000,7/21/2023,Washoe,2,2
SINGLE_FAMILY,1820 View Crest Dr,Reno,NV,89511,5,5.5,6820,1964,3325000,7/21/2023,Washoe,2,3
SINGLE_FAMILY,986 Palmwood Dr,Sparks,NV,89434,3,2,1307,1976,412000,7/20/2023,Washoe,1,2
SINGLE_FAMILY,1158 Aristicon Dr,Reno,NV,89523,3,2,1270,1996,515000,7/20/2023,Washoe,1,2
MOBILE,540 E 1st Ave,Sun Valley,NV,89433,3,2,1591,1993,312600,7/21/2023,Washoe,1,0
CONDOS,866 Northwood Blvd,Incline Village,NV,89451,3,2.5,1716,1968,885000,7/20/2023,Washoe,2,0
TOWNHOMES,100 Smithridge Park,Reno,NV,89502,3,1.5,1220,1965,235000,7/20/2023,Washoe,2,0
SINGLE_FAMILY,6402 Park Pl,Reno,NV,89523,3,2,1270,1995,475000,7/20/2023,Washoe,1,2
SINGLE_FAMILY,2580 Springland Dr,Sparks,NV,89434,4,2.5,2130,1978,430000,7/21/2023,Washoe,2,2
SINGLE_FAMILY,7495 Riverstone Ct,Reno,NV,89506,3,2.5,1723,2003,439000,7/20/2023,Washoe,2,2
MULTI_FAMILY,1125 Berrum Ln,Reno,NV,89509,8,4,4135,1979,1000000,7/20/2023,Washoe,2,0
CONDOS,123 Juanita Dr,Incline Village,NV,89451,3,2,1253,1971,1179000,7/20/2023,Washoe,2,0
SINGLE_FAMILY,60 Suda Way,Reno,NV,89509,2,2,1284,1956,650000,7/20/2023,Washoe,1,2
SINGLE_FAMILY,3850 Isle of Skye Dr,Sparks,NV,89431,4,2.5,3112,1975,889000,7/20/2023,Washoe,2,2
SINGLE_FAMILY,5365 Eastlake Blvd,Reno,NV,89704,5,3.5,3735,1950,900000,7/20/2023,Washoe,1,10
MULTI_FAMILY,1175 Berrum Ln,Reno,NV,89509,8,4,4135,1979,1000000,7/20/2023,Washoe,2,0
CONDOS,17000 Wedge Pkwy,Reno,NV,89511,1,1,1033,2005,395000,7/20/2023,Washoe,3,1
SINGLE_FAMILY,481 Scenic Ridge Dr,Reno,NV,89506,3,2,1980,2019,570000,7/21/2023,Washoe,1,3
SINGLE_FAMILY,1135 Wheeler Ave,Reno,NV,89502,2,1,872,1943,370000,7/20/2023,Washoe,1,1
CONDOS,3916 Clear Acre Ln,Reno,NV,89512,1,1,665,1979,192000,7/20/2023,Washoe,1,0
SINGLE_FAMILY,8303 Rocky Meadow Cir,Reno,NV,89511,3,2,1802,1989,650000,7/20/2023,Washoe,1,3
SINGLE_FAMILY,18238 Grizzly Bear Ct,Reno,NV,89508,4,3,2291,2014,489500,7/21/2023,Washoe,1,3
SINGLE_FAMILY,910 Spanish Springs Rd,Sparks,NV,89434,4,3,2680,1984,610000,7/20/2023,Washoe,2,2
TOWNHOMES,3139 Sterling Ridge Cir,Sparks,NV,89431,2,2.5,1476,2008,385000,7/20/2023,Washoe,2,2
SINGLE_FAMILY,532 G St,Sparks,NV,89431,3,2,1568,1946,460000,7/20/2023,Washoe,1,0
SINGLE_FAMILY,1295 Gordon Ave,Reno,NV,89509,2,1,970,1937,520000,7/20/2023,Washoe,1,0
SINGLE_FAMILY,14075 Tourmaline Dr,Reno,NV,89521,3,2,1200,1978,405000,7/20/2023,Washoe,1,2
SINGLE_FAMILY,1486 Corson Ct,Reno,NV,89503,3,2,1810,1993,640000,7/20/2023,Washoe,1,3
SINGLE_FAMILY,5660 Mont Pelier Ct,Reno,NV,89511,4,3.5,3441,2015,1867000,7/20/2023,Washoe,1,5
SINGLE_FAMILY,10142 Mesa Cortona Dr,Reno,NV,89521,3,2,1719,2015,580000,7/20/2023,Washoe,1,2
CONDOS,1000 Lakeshore Blvd,Incline Village,NV,89451,3,2.5,1536,1979,1225000,7/20/2023,Washoe,2,1
SINGLE_FAMILY,10400 Silver Spur Dr,Reno,NV,89508,3,2,2074,1994,875000,7/20/2023,Washoe,1,3
SINGLE_FAMILY,14400 Lasso Dr,Reno,NV,89511,3,2,1774,1994,575000,7/20/2023,Washoe,1,3
SINGLE_FAMILY,4800 Rock Wren Cir,Reno,NV,89509,3,2,1863,1998,699000,7/20/2023,Washoe,1,2
SINGLE_FAMILY,6311 Windy Meadow Dr,Reno,NV,89519,3,2,1815,1980,675000,7/20/2023,Washoe,1,2
SINGLE_FAMILY,8977 Wolf River Dr,Reno,NV,89506,4,3,2590,2023,502950,7/20/2023,Washoe,2,2
SINGLE_FAMILY,9137 Wild Skies Way,Reno,NV,89523,5,5.5,4167,2021,1125000,7/20/2023,Washoe,2,3
SINGLE_FAMILY,4761 Scenic Hill Cir,Reno,NV,89523,3,2.5,1855,1989,565000,7/20/2023,Washoe,2,2
SINGLE_FAMILY,10735 Silver Knolls Blvd,Reno,NV,89508,3,2,1743,1978,490000,7/20/2023,Washoe,1,2
SINGLE_FAMILY,3664 Spirit Bluff Ct,Reno,NV,89511,5,5.5,5998,2001,2050000,7/19/2023,Washoe,2,4
SINGLE_FAMILY,623 Coyote Bluff Ct,Reno,NV,89506,3,2.5,1614,2023,459950,7/19/2023,Washoe,2,2
SINGLE_FAMILY,741 Snowdrop Ct,Sun Valley,NV,89433,4,2,1792,1997,490000,7/19/2023,Washoe,1,2
CONDOS,908 Harold Dr,Incline Village,NV,89451,2,3,1452,1981,1160000,7/20/2023,Washoe,3,2
CONDOS,2197 Kietzke Ln,Reno,NV,89502,2,1,805,1979,220000,7/20/2023,Washoe,1,0
SINGLE_FAMILY,2309 Sierra Highlands Dr,Reno,NV,89523,3,2,1493,1987,490000,7/20/2023,Washoe,1,2
SINGLE_FAMILY,879 Caughlin Gln,Reno,NV,89519,2,2,1154,1995,630000,7/19/2023,Washoe,1,2
SINGLE_FAMILY,2415 Iron Square Dr,Reno,NV,89521,2,2.5,2004,2022,843995,7/19/2023,Washoe,1,2
TOWNHOMES,9050 Double R Blvd,Reno,NV,89521,2,2,1477,2003,446500,7/19/2023,Washoe,3,2
SINGLE_FAMILY,2685 Howard Dr,Sparks,NV,89434,4,2,1800,1975,455000,7/19/2023,Washoe,1,2
CONDOS,3916 Clear Acre Ln,Reno,NV,89512,1,1,665,1979,192000,7/20/2023,Washoe,1,0
SINGLE_FAMILY,7485 Wheeldale Cir,Reno,NV,89511,3,2.5,1498,1992,490000,7/19/2023,Washoe,2,2
SINGLE_FAMILY,2063 Neuer Dr,Sparks,NV,89436,4,3,2714,2023,589950,7/20/2023,Washoe,2,2
CONDOS,3001 Cashill Blvd,Reno,NV,89509,2,2,1036,1972,332900,7/19/2023,Washoe,1,0
CONDOS,6850 Sharlands Ave,Reno,NV,89523,2,2,930,2001,335000,7/19/2023,Washoe,1,0
SINGLE_FAMILY,9754 Pelican Pointe Dr,Reno,NV,89506,3,2.5,2165,2019,499000,7/19/2023,Washoe,2,2
SINGLE_FAMILY,1254 Kumiva Valley Ct,Sparks,NV,89441,3,2.5,2788,2022,726474,7/19/2023,Washoe,1,3
SINGLE_FAMILY,1677 Round Mountain Cir,Sparks,NV,89434,2,2.5,1158,1987,387000,7/18/2023,Washoe,2,2
SINGLE_FAMILY,1875 Dakota Ridge Trl,Reno,NV,89523,3,3.5,3270,2004,1234000,7/19/2023,Washoe,1,3
SINGLE_FAMILY,2601 Mule Cir,Reno,NV,89521,4,2.5,2191,2007,749900,7/19/2023,Washoe,1,3
SINGLE_FAMILY,3250 Pierremont Rd,Reno,NV,89503,3,2,1896,1964,378000,7/20/2023,Washoe,1,0
SINGLE_FAMILY,2275 Charolaise Cir,Sparks,NV,89431,3,2,1776,1977,468000,7/19/2023,Washoe,1,2
SINGLE_FAMILY,390 E 4th Ave,Sun Valley,NV,89433,2,1,837,1972,320000,7/18/2023,Washoe,1,2
SINGLE_FAMILY,2917 Amethyst Hills Dr,Reno,NV,89521,3,2.5,2509,2020,975000,7/18/2023,Washoe,1,3
SINGLE_FAMILY,220 Monumental Cir,Sparks,NV,89436,4,3,2144,1994,485000,7/18/2023,Washoe,2,0
SINGLE_FAMILY,1944 G St,Sparks,NV,89431,3,2.5,1972,1957,543000,7/18/2023,Washoe,2,0
SINGLE_FAMILY,1920 Foothill Rd,Reno,NV,89511,4,3,3580,1979,925000,7/18/2023,Washoe,3,2
SINGLE_FAMILY,1510 Disc Dr,Sparks,NV,89436,4,2.5,2495,1994,550000,7/18/2023,Washoe,2,3
SINGLE_FAMILY,1480 The Strand,Reno,NV,89503,4,2,2394,1941,500100,7/18/2023,Washoe,2,0
SINGLE_FAMILY,1647 Lone Oak Trl,Reno,NV,89523,3,2.5,1851,2005,564788,7/18/2023,Washoe,2,2
TOWNHOMES,900 S Meadows Pkwy,Reno,NV,89521,2,2,1127,1999,380000,7/18/2023,Washoe,1,1
SINGLE_FAMILY,7390 Little Easy St,Sparks,NV,89436,4,2.5,2315,2000,620000,7/18/2023,Washoe,2,3
SINGLE_FAMILY,182 S Maddux Dr,Reno,NV,89512,2,1,1071,1948,220000,7/18/2023,Washoe,1,0
SINGLE_FAMILY,3066 Achilles Dr,Reno,NV,89512,3,2,1476,1986,556000,7/18/2023,Washoe,1,2
SINGLE_FAMILY,10305 Bighorn Dr,Reno,NV,89508,4,3,1982,1978,485000,7/18/2023,Washoe,1,2
SINGLE_FAMILY,2085 Heavenly View Trl,Reno,NV,89523,4,3.5,2848,2008,705000,7/18/2023,Washoe,2,2
SINGLE_FAMILY,796 Sweet Briar Ln,Sparks,NV,89436,3,3,2028,2018,605000,7/18/2023,Washoe,1,3
CONDOS,1000 Beck St,Reno,NV,89509,1,1,677,1979,205000,7/18/2023,Washoe,1,0
SINGLE_FAMILY,627 Coyote Bluff Ct,Reno,NV,89506,3,2.5,1823,2023,459950,7/18/2023,Washoe,2,2
SINGLE_FAMILY,3651 Hemlock Way,Reno,NV,89509,3,3,2530,1990,830000,7/18/2023,Washoe,3,2
SINGLE_FAMILY,6076 Quintessa Dr,Sparks,NV,89436,4,2.5,2425,2004,550000,7/18/2023,Washoe,2,2
SINGLE_FAMILY,11500 Suncrest Ct,Reno,NV,89506,3,2,1702,1999,222075,7/18/2023,Washoe,1,0
SINGLE_FAMILY,2073 Neuer Dr,Sparks,NV,89436,4,2.5,2367,2023,525000,7/18/2023,Washoe,2,2
TOWNHOMES,859 Nutmeg Pl,Reno,NV,89502,2,1.5,936,1979,240000,7/18/2023,Washoe,2,0
SINGLE_FAMILY,2975 Markridge St,Reno,NV,89509,5,3,3005,1975,675000,7/18/2023,Washoe,2,2
SINGLE_FAMILY,648 Twin Lakes Dr,Reno,NV,89523,3,2,1080,1962,385000,7/18/2023,Washoe,1,0
SINGLE_FAMILY,659 Washoe Dr,Washoe Valley,NV,89704,3,2,1638,1978,575000,7/18/2023,Washoe,1,2
TOWNHOMES,7972 Zorite Dr,Sparks,NV,89436,4,2.5,1453,2023,432990,7/18/2023,Washoe,2,2
SINGLE_FAMILY,2250 Barnes Blvd,Reno,NV,89509,4,4,4902,1962,1240000,7/17/2023,Washoe,3,3
SINGLE_FAMILY,2512 Meraki Pl,Reno,NV,86509,4,3.5,3691,2023,2140225,7/18/2023,Washoe,1,3
SINGLE_FAMILY,15950 Carl Dr,Reno,NV,89511,2,2,1422,1983,560000,7/18/2023,Washoe,2,0
CONDOS,120 State Route 28,Crystal Bay,NV,89402,4,4.5,3224,1980,5500000,7/18/2023,Washoe,3,0
SINGLE_FAMILY,205 Granada Dr,Sparks,NV,89431,4,2,1562,1970,415000,7/17/2023,Washoe,1,2
SINGLE_FAMILY,3685 Virgo Ct,Sparks,NV,89436,4,2,1925,2004,595300,7/17/2023,Washoe,1,3
CONDOS,280 Island Ave,Reno,NV,89501,1,2,965,1961,415000,7/17/2023,Washoe,4,0
MOBILE,17385 Sunbird Ln,Reno,NV,89508,3,2,1188,1986,225000,7/18/2023,Washoe,1,0
