type,street,city,state,zip_code,beds,total_baths,sqft,year_built,sold_price,sold_date,county,stories,parking_garage
SINGLE_FAMILY,2640 Meadowbrook Ln,Carson City,NV,89701,3,2,2225,1975,575000,6/11/2024,Carson City,2,8
SINGLE_FAMILY,970 Hillside Dr,Carson City,NV,89705,3,2,1677,1996,560000,6/21/2024,Douglas,1,2
SINGLE_FAMILY,743 Crimson Cir,Carson City,NV,89706,2,1,900,2024,386937,6/27/2024,Carson City,1,1
SINGLE_FAMILY,867 Coloma Dr,Carson City,NV,89705,3,2,1430,1979,485000,6/28/2024,Douglas,1,2
SINGLE_FAMILY,3757 Lyla Ln,Carson City,NV,89705,3,2,2083,1997,695000,7/2/2024,Douglas,1,3
SINGLE_FAMILY,1450 Tule Peak Cir,Carson City,NV,89701,4,3,2574,2019,715000,7/10/2024,Carson City,1,3
SINGLE_FAMILY,2357 Eastwood Dr,Carson City,NV,89701,3,2,1364,1985,450000,6/28/2024,Carson City,1,2
SINGLE_FAMILY,3210 Oreana Dr,Carson City,NV,89701,4,2.5,2567,1993,635000,6/21/2024,Carson City,2,2
SINGLE_FAMILY,3137 Halleck Dr,Carson City,NV,89701,4,2.5,2048,1994,565000,6/18/2024,Carson City,3,2
SINGLE_FAMILY,111 Riparian Way,Carson City,NV,89701,3,2,1601,1987,629900,6/28/2024,Carson City,1,2
TOWNHOMES,624 Stafford Way,Carson City,NV,89701,2,2.5,1578,1993,365000,6/28/2024,Carson City,2,2
MOBILE,1152 Claudia Cir,Carson City,NV,89701,3,2,1702,1987,379000,7/3/2024,Carson City,1,3
SINGLE_FAMILY,1849 Pyrenees St,Carson City,NV,89703,3,2,1836,1965,430000,6/28/2024,Carson City,2,2
SINGLE_FAMILY,1776 Tipton Peak St,Carson City,NV,89701,4,3.5,3055,2024,625000,6/28/2024,Carson City,2,3
SINGLE_FAMILY,1841 Alpine St,Carson City,NV,89703,5,3,2294,1968,570000,6/27/2024,Carson City,1,1
MULTI_FAMILY,3422 Imperial Way,Carson City,NV,89706,4,4,2784,1982,775000,6/14/2024,Carson City,2,0
SINGLE_FAMILY,1073 Copper Hill Ave,Carson City,NV,89703,3,2,1950,2024,530000,6/25/2024,Carson City,1,2
MOBILE,4008 Garson Ct,Carson City,NV,89706,3,2,1612,1994,350000,6/28/2024,Carson City,1,0
CONDOS,400 S Saliman Rd,Carson City,NV,89701,1,1,644,1978,195000,7/10/2024,Carson City,1,0
SINGLE_FAMILY,3675 Penny Ln,Carson City,NV,89703,3,2,2084,1986,825000,6/28/2024,Carson City,1,2
SINGLE_FAMILY,1569 Panaca Dr,Carson City,NV,89701,3,2,1657,1989,485000,7/9/2024,Carson City,1,2
SINGLE_FAMILY,1303 N Division St,Carson City,NV,89703,2,1,1223,1918,300000,6/18/2024,Carson City,1,0
SINGLE_FAMILY,280 Mill Race Loop,Carson City,NV,89705,3,3.5,2766,2019,3400000,6/26/2024,Douglas,1,2
SINGLE_FAMILY,2005 Mountain St,Carson City,NV,89703,3,2,1464,1960,390000,6/27/2024,Carson City,1,1
SINGLE_FAMILY,2557 Fern Meadow Cir,Carson City,NV,89703,5,3.5,3990,2005,1185000,6/21/2024,Carson City,1,3
SINGLE_FAMILY,3 Castle Way,Carson City,NV,89706,3,2,1176,1975,385000,7/8/2024,Carson City,1,2
SINGLE_FAMILY,1736 Rock Ct,Carson City,NV,89701,3,2,1298,1995,435000,7/2/2024,Carson City,1,2
SINGLE_FAMILY,1717 Wellington East,Carson City,NV,89703,4,3,3715,1998,1250000,7/1/2024,Carson City,2,5
SINGLE_FAMILY,805 Ivy St,Carson City,NV,89703,3,2,1676,1969,505000,7/10/2024,Carson City,2,2
SINGLE_FAMILY,1442 Bravestone Ave,Carson City,NV,89703,3,2.5,2616,2024,725000,7/10/2024,Carson City,1,3
SINGLE_FAMILY,1401 Karin Dr,Carson City,NV,89706,3,2,1744,1967,456250,6/17/2024,Carson City,1,3
SINGLE_FAMILY,1162 Westhaven Ave,Carson City,NV,89703,3,2,1721,2024,524950,6/11/2024,Carson City,1,2
SINGLE_FAMILY,1364 Grove St,Carson City,NV,89701,3,2.5,1683,2024,499500,6/27/2024,Carson City,2,2
SINGLE_FAMILY,32 Stellar Ct,Carson City,NV,89705,4,2.5,2125,2024,649285,7/2/2024,Douglas,1,3
SINGLE_FAMILY,32 Pilot Peak Ct,Carson City,NV,89701,4,2.5,2300,2024,580000,6/28/2024,Carson City,1,3
SINGLE_FAMILY,2525 Ridgecrest Dr,Carson City,NV,89706,3,2,1288,1999,465000,6/21/2024,Carson City,1,2
SINGLE_FAMILY,1236 Canvasback Dr,Carson City,NV,89701,3,2,1828,2006,515000,6/26/2024,Carson City,1,2
SINGLE_FAMILY,747 Crimson Cir,Carson City,NV,89706,2,1,900,2024,389617,6/26/2024,Carson City,1,1
SINGLE_FAMILY,5616 Salk Rd,Carson City,NV,89706,4,2.5,3250,1988,930500,6/25/2024,Carson City,2,1
MULTI_FAMILY,1529 Sharon Dr,Carson City,NV,89701,0,2,2032,1972,510000,7/8/2024,Carson City,1,0
SINGLE_FAMILY,5688 Ethel Way,Carson City,NV,89701,4,3,3222,1978,945000,6/14/2024,Carson City,2,4
SINGLE_FAMILY,45 Granite Way,Carson City,NV,89706,2,1,824,1978,300000,7/10/2024,Carson City,1,2
SINGLE_FAMILY,1343 Shadowridge Dr,Carson City,NV,89706,3,2.5,1532,1999,442000,6/13/2024,Carson City,2,2
TOWNHOMES,1323 Ashby Ct,Carson City,NV,89701,2,2.5,1304,1976,250500,6/13/2024,Carson City,2,0
SINGLE_FAMILY,490 Somerset Dr,Carson City,NV,89701,3,2,1370,1992,429000,6/26/2024,Carson City,1,2
MOBILE,2620 Concord Dr,Carson City,NV,89706,3,2,940,1997,335000,6/25/2024,Carson City,1,0
SINGLE_FAMILY,1145 Copper Hill Ave,Carson City,NV,89703,4,2.5,2175,2024,540000,7/11/2024,Carson City,1,2
SINGLE_FAMILY,610 Bulette Dr,Carson City,NV,89703,3,2,2158,1977,720000,6/28/2024,Carson City,1,4
SINGLE_FAMILY,1123 Fremont St,Carson City,NV,89701,3,2,1449,1977,449000,7/9/2024,Carson City,1,2
SINGLE_FAMILY,3233 Harvard Dr,Carson City,NV,89703,4,3,3309,1988,740000,7/3/2024,Carson City,1,2
SINGLE_FAMILY,1238 Hubble Ln,Carson City,NV,89705,3,2,1834,2024,669400,6/28/2024,Douglas,1,3
SINGLE_FAMILY,1836 N Division St,Carson City,NV,89703,3,2,1040,1955,455000,7/2/2024,Carson City,1,2
MOBILE,2598 Mayflower Way,Carson City,NV,89706,3,1,1284,1961,296000,6/25/2024,Carson City,1,2
SINGLE_FAMILY,11 Zenith Ct,Carson City,NV,89705,3,2,1735,2022,599000,7/2/2024,Douglas,1,2
SINGLE_FAMILY,2268 Oak Ridge Dr,Carson City,NV,89703,4,3,2334,1999,725000,6/28/2024,Carson City,2,3
SINGLE_FAMILY,710 S Minnesota St,Carson City,NV,89703,3,3.5,3262,1912,985000,6/28/2024,Carson City,2,2
SINGLE_FAMILY,1612 White Hawk Ln,Carson City,NV,89703,3,2.5,2130,2022,935000,7/1/2024,Carson City,1,3
SINGLE_FAMILY,912 Vassar St,Carson City,NV,89705,2,2,1922,1982,449000,7/10/2024,Douglas,1,2
SINGLE_FAMILY,3182 Cambria Loop,Carson City,NV,89703,3,2.5,1875,2024,725987,6/20/2024,Carson City,1,3
SINGLE_FAMILY,1141 Monument Peak Dr,Carson City,NV,89701,4,3,2105,2017,520000,7/9/2024,Carson City,1,3
SINGLE_FAMILY,914 Summer Ct,Carson City,NV,89705,2,2.5,1344,2023,383000,7/9/2024,Douglas,2,2
SINGLE_FAMILY,905 Palo Verde Dr,Carson City,NV,89701,3,2,1092,1970,382000,6/14/2024,Carson City,1,1
SINGLE_FAMILY,4470 Ponderosa Dr,Carson City,NV,89701,3,2,2098,1965,690000,6/20/2024,Carson City,1,4
SINGLE_FAMILY,1431 Teal Dr,Carson City,NV,89701,2,3,1794,2001,490000,6/21/2024,Carson City,1,2
MULTI_FAMILY,1620/1622 Brown St,Carson City,NV,89701,4,1,2092,1974,534000,7/10/2024,Carson City,1,0
SINGLE_FAMILY,1027 Gambrel Dr,Carson City,NV,89701,2,2,1144,2000,415000,6/21/2024,Carson City,1,2
SINGLE_FAMILY,1512 Goldfield Ave,Carson City,NV,89701,3,2,1874,1976,500000,6/21/2024,Carson City,1,2
SINGLE_FAMILY,2035 Ashwood Ct,Carson City,NV,89703,4,3,2483,2002,850000,6/20/2024,Carson City,1,3
MOBILE,3474 Tourmaline Dr,Carson City,NV,89705,3,2,920,1973,222000,6/7/2024,Douglas,1,2
SINGLE_FAMILY,1591 Silver Oak Dr,Carson City,NV,89703,4,3.5,2600,2015,899000,6/3/2024,Carson City,1,3
SINGLE_FAMILY,1426 Keenan Ave,Carson City,NV,89703,3,2,1816,2024,688360,6/4/2024,Carson City,1,2
MULTI_FAMILY,1930 E Long St,Carson City,NV,89706,8,2,4000,1975,800000,6/7/2024,Carson City,1,0
SINGLE_FAMILY,1507 Mountain St,Carson City,NV,89703,3,2,1393,1962,265000,6/3/2024,Carson City,1,1
SINGLE_FAMILY,854 Auburn Ct,Carson City,NV,89705,3,2,1144,1980,430000,6/3/2024,Douglas,1,2
SINGLE_FAMILY,1020 Mountain St,Carson City,NV,89703,3,2.5,1754,1965,550000,6/11/2024,Carson City,1,2
TOWNHOMES,186 Lake Glen Dr,Carson City,NV,89703,2,2,1350,1975,399900,6/5/2024,Carson City,1,2
SINGLE_FAMILY,612 Jeanell Dr,Carson City,NV,89703,2,1,1000,1962,385000,6/10/2024,Carson City,1,1
SINGLE_FAMILY,1135 Bravestone Ave,Carson City,NV,89703,4,2.5,2175,2024,575000,6/4/2024,Carson City,1,2
TOWNHOMES,4169 Limerick Ct,Carson City,NV,89701,3,2.5,1439,2023,440000,5/31/2024,Carson City,2,1
SINGLE_FAMILY,4561 Wagon Wheel Rd,Carson City,NV,89703,3,2.5,2360,1976,750000,5/31/2024,Carson City,2,2
SINGLE_FAMILY,1202 Little Ln,Carson City,NV,89701,3,2.5,2327,2023,579850,5/31/2024,Carson City,3,2
MULTI_FAMILY,520 S Curry St,Carson City,NV,89703,5,2,2232,1941,675000,5/31/2024,Carson City,2,0
SINGLE_FAMILY,1764 Tipton Peak St,Carson City,NV,89701,4,2.5,2300,2024,535000,5/30/2024,Carson City,1,3
SINGLE_FAMILY,1364 Bravestone Ave,Carson City,NV,89703,3,2.5,2616,2024,689950,5/31/2024,Carson City,1,3
SINGLE_FAMILY,2530 Watercrest Dr,Carson City,NV,89703,3,2.5,1994,2002,620000,6/4/2024,Carson City,2,2
SINGLE_FAMILY,1416 Bravestone Ave,Carson City,NV,89703,4,2.5,2300,2024,644950,5/30/2024,Carson City,1,3
SINGLE_FAMILY,4734 Killdeer Rd,Carson City,NV,89701,4,2.5,2320,1989,649000,5/29/2024,Carson City,2,2
SINGLE_FAMILY,3435 W Garden St,Carson City,NV,89705,4,2.5,1927,2023,438000,5/31/2024,Douglas,2,2
SINGLE_FAMILY,1118 Copper Hill Ave,Carson City,NV,89703,3,2,1721,2024,529950,5/28/2024,Carson City,1,2
SINGLE_FAMILY,1505 Malaga Dr,Carson City,NV,89703,3,2.5,3157,1987,852000,5/24/2024,Carson City,2,2
SINGLE_FAMILY,2654 Wellington North,Carson City,NV,89703,3,3,3218,1993,870000,5/24/2024,Carson City,1,2
SINGLE_FAMILY,1788 Tipton Peak St,Carson City,NV,89701,4,2,1953,2024,504950,5/24/2024,Carson City,1,3
SINGLE_FAMILY,696 Armory Ln,Carson City,NV,89701,3,2,1570,1991,499000,5/24/2024,Carson City,1,2
CONDOS,3651 Pulsar Ln,Carson City,NV,89705,3,2.5,1831,2024,497990,5/24/2024,Douglas,2,2
SINGLE_FAMILY,2450 Airport Rd,Carson City,NV,89706,3,3,2168,1934,530000,5/24/2024,Carson City,1,0
SINGLE_FAMILY,1417 Westhaven Ave,Carson City,NV,89703,4,3,2859,2024,719950,5/22/2024,Carson City,1,3
SINGLE_FAMILY,1875 Tipton Peak St,Carson City,NV,89701,4,2,1953,2024,526095,5/23/2024,Carson City,1,3
SINGLE_FAMILY,3725 Emerson Dr,Carson City,NV,89706,3,3,1325,2023,447767,5/22/2024,Carson City,2,2
SINGLE_FAMILY,912 W Washington St,Carson City,NV,89703,3,3,1626,1959,610000,5/23/2024,Carson City,1,2
SINGLE_FAMILY,4241 Apollo Dr,Carson City,NV,89706,3,2,1534,1977,509000,5/30/2024,Carson City,1,2
SINGLE_FAMILY,3649 Emerson Dr,Carson City,NV,89706,2,1,900,2024,380577,5/23/2024,Carson City,1,1
SINGLE_FAMILY,512 Mountain St,Carson City,NV,89703,6,3,4058,1875,915000,5/22/2024,Carson City,1,6
SINGLE_FAMILY,1355 Rolling Hills Dr,Carson City,NV,89706,3,2,1152,1999,406000,5/22/2024,Carson City,1,2
SINGLE_FAMILY,1816 Tipton Peak St,Carson City,NV,89701,4,3,2100,2024,519950,5/22/2024,Carson City,1,3
SINGLE_FAMILY,1942 Carriage Crest Dr,Carson City,NV,89706,3,2,1260,1972,404000,5/31/2024,Carson City,1,2
SINGLE_FAMILY,3540 Cherokee Dr,Carson City,NV,89705,3,2,1792,1975,600000,5/20/2024,Douglas,1,2
SINGLE_FAMILY,1889 Newman Pl,Carson City,NV,89703,3,2.5,2390,1981,700000,5/24/2024,Carson City,1,2
SINGLE_FAMILY,174 Galena Way,Carson City,NV,89706,3,2,1305,1990,465000,5/28/2024,Carson City,1,2
SINGLE_FAMILY,3374 Cortez St,Carson City,NV,89701,3,2,1620,1985,492000,5/30/2024,Carson City,1,2
SINGLE_FAMILY,1263 Northill Dr,Carson City,NV,89706,3,2,1415,2000,477000,5/20/2024,Carson City,1,2
TOWNHOMES,3128 Chubasco Way,Carson City,NV,89701,2,2,1064,1993,324000,5/20/2024,Carson City,1,1
SINGLE_FAMILY,1127 Copper Hill Ave,Carson City,NV,89703,3,2,1721,2023,534950,5/24/2024,Carson City,1,2
CONDOS,3637 Pulsar Ln,Carson City,NV,89705,3,2.5,1831,2024,509990,5/21/2024,Douglas,2,2
SINGLE_FAMILY,856 Amador Cir,Carson City,NV,89705,3,2,1144,1983,440000,5/21/2024,Douglas,1,2
SINGLE_FAMILY,3758 Margarets Ct,Carson City,NV,89701,4,2.5,2519,2022,878000,5/21/2024,Carson City,1,3
SINGLE_FAMILY,4211 Gentry Ln,Carson City,NV,89701,3,2,1908,1977,762000,5/30/2024,Carson City,1,4
SINGLE_FAMILY,3479 E Garden St,Carson City,NV,89705,3,3,1614,2022,440000,5/24/2024,Douglas,2,2
SINGLE_FAMILY,3440 Bernese Ct,Carson City,NV,89705,4,2.5,2564,1989,1175000,5/20/2024,Douglas,1,2
SINGLE_FAMILY,6537 Copper Mountain Dr,Carson City,NV,89701,4,2,2216,2017,675000,5/20/2024,Carson City,1,3
SINGLE_FAMILY,1338 Bravestone Ave,Carson City,NV,89703,3,2.5,2616,2024,650000,5/28/2024,Carson City,1,3
SINGLE_FAMILY,1382 Grove St,Carson City,NV,89701,3,2.5,1683,2024,540000,5/28/2024,Carson City,2,2
MOBILE,2760 Bel Aire Way,Carson City,NV,89706,3,1,1296,1965,265000,5/20/2024,Carson City,1,0
SINGLE_FAMILY,56 Stellar Ct,Carson City,NV,89705,3,2,1739,2024,599990,5/17/2024,Douglas,1,2
SINGLE_FAMILY,2198 Court Side Cir,Carson City,NV,89703,5,3.5,3013,1996,725000,5/17/2024,Carson City,2,3
CONDOS,400 S Saliman Rd,Carson City,NV,89701,2,1,860,1978,232000,5/17/2024,Carson City,1,0
SINGLE_FAMILY,1619 Camille Dr,Carson City,NV,89706,3,2.5,1791,1972,502500,5/20/2024,Carson City,2,2
SINGLE_FAMILY,962 Parkview Ct,Carson City,NV,89705,3,2,1683,2001,510000,5/17/2024,Douglas,1,2
SINGLE_FAMILY,3875 Bonnie Pl,Carson City,NV,89701,3,2.5,1431,2023,460000,5/17/2024,Carson City,2,1
MOBILE,5 Esther Cir,Carson City,NV,89706,3,2,1936,1972,230000,5/17/2024,Carson City,1,2
TOWNHOMES,4020 Pheasant Dr,Carson City,NV,89701,3,2.5,1219,1973,305000,5/16/2024,Carson City,2,2
SINGLE_FAMILY,5321 Conte Dr,Carson City,NV,89701,3,2,2133,1979,725000,5/17/2024,Carson City,1,2
CONDOS,3671 Pulsar Ln,Carson City,NV,89705,3,2.5,1618,2024,469990,5/15/2024,Douglas,2,2
SINGLE_FAMILY,3042 Cambria Loop,Carson City,NV,89703,3,2,1822,2024,683671,5/14/2024,Carson City,1,3
SINGLE_FAMILY,1307 Mountain St,Carson City,NV,89703,4,2,1696,1964,380000,5/10/2024,Carson City,1,1
MOBILE,2569 Concord Dr,Carson City,NV,89706,3,2,1128,1987,354000,5/8/2024,Carson City,1,0
TOWNHOMES,973 Centerville St,Carson City,NV,89701,3,2.5,1708,2019,400000,5/22/2024,Carson City,2,2
SINGLE_FAMILY,1108 Westhaven Ave,Carson City,NV,89703,3,2,1621,2024,519950,5/6/2024,Carson City,1,2
SINGLE_FAMILY,3404 Sunridge Ct,Carson City,NV,89705,3,2,1932,1999,560000,5/9/2024,Douglas,1,2
SINGLE_FAMILY,1439 Buzzys Ranch Rd,Carson City,NV,89701,3,2,1921,1999,729000,5/8/2024,Carson City,1,2
CONDOS,400 S Saliman Rd,Carson City,NV,89701,2,1,860,1978,220000,5/15/2024,Carson City,2,0
SINGLE_FAMILY,893 Meadow Vista Dr,Carson City,NV,89705,3,2,1418,1997,440000,5/8/2024,Douglas,1,2
SINGLE_FAMILY,1117 Lahontan Dr,Carson City,NV,89701,3,2.5,2182,2019,555000,5/6/2024,Carson City,2,2
SINGLE_FAMILY,1144 Westhaven Ave,Carson City,NV,89703,3,2,1950,2024,575000,5/7/2024,Carson City,1,2
SINGLE_FAMILY,1658 Maple Creek Ln,Carson City,NV,89701,3,2,1398,1992,495000,5/3/2024,Carson City,1,2
SINGLE_FAMILY,3550 Green Acre Dr,Carson City,NV,89705,5,4,3102,1983,705000,5/15/2024,Douglas,2,2
SINGLE_FAMILY,1815 Tipton Peak St,Carson City,NV,89701,4,2.5,2300,2024,547950,5/6/2024,Carson City,1,3
SINGLE_FAMILY,3961 Steamboat Dr,Carson City,NV,89701,3,2,1536,1992,455000,5/9/2024,Carson City,1,2
SINGLE_FAMILY,6 Raglan Cir,Carson City,NV,89701,4,2,1869,1973,585000,4/30/2024,Carson City,1,2
SINGLE_FAMILY,1833 Clydesdale Dr,Carson City,NV,89703,3,2,1940,1986,569000,5/3/2024,Carson City,1,2
SINGLE_FAMILY,6517 Cone Peak Dr,Carson City,NV,89701,4,3,2428,2017,660000,4/30/2024,Carson City,1,3
SINGLE_FAMILY,1792 Mathe Dr,Carson City,NV,89701,4,2.5,2541,1991,550000,4/30/2024,Carson City,2,2
MOBILE,3449 Champion St,Carson City,NV,89706,3,2,1500,1988,358000,4/30/2024,Carson City,1,0
SINGLE_FAMILY,1390 Bravestone Ave,Carson City,NV,89703,4,3,2859,2024,719950,4/29/2024,Carson City,1,3
SINGLE_FAMILY,891 Amador Cir,Carson City,NV,89705,3,2,1120,1987,380000,4/29/2024,Douglas,1,2
SINGLE_FAMILY,1536 Mountain Park Dr,Carson City,NV,89706,3,2,1152,1991,383000,4/29/2024,Carson City,1,2
SINGLE_FAMILY,2894 Cambria Loop,Carson City,NV,89703,3,2,1822,2022,690000,4/30/2024,Carson City,1,3
SINGLE_FAMILY,757 Crimson Cir,Carson City,NV,89706,2,1,900,2024,387333,5/8/2024,Carson City,1,1
CONDOS,3641 Pulsar Ln,Carson City,NV,89705,3,2.5,1618,2024,468990,5/2/2024,Douglas,2,2
SINGLE_FAMILY,25 Stellar Ct,Carson City,NV,89705,4,3,2278,2024,703284,4/29/2024,Douglas,2,3
SINGLE_FAMILY,1860 Tipton Peak St,Carson City,NV,89701,4,3.5,3055,2024,624950,5/3/2024,Carson City,2,3
SINGLE_FAMILY,1093 Lahontan Dr,Carson City,NV,89701,4,2,1974,2017,595000,5/2/2024,Carson City,1,3
SINGLE_FAMILY,1091 Copper Hill Ave,Carson City,NV,89703,4,2.5,2175,2024,550000,4/30/2024,Carson City,1,2
TOWNHOMES,1207 Correlli Ct,Carson City,NV,89706,3,2.5,1439,2021,438000,4/29/2024,Carson City,2,1
CONDOS,3644 Pulsar 3 Ln,Carson City,NV,89705,3,2.5,1831,2024,469990,4/26/2024,Douglas,2,2
TOWNHOMES,119 Lake Glen Dr,Carson City,NV,89703,2,1.5,1040,1972,270000,5/3/2024,Carson City,2,0
SINGLE_FAMILY,863 Coloma Dr,Carson City,NV,89705,4,2,1873,1979,515000,4/26/2024,Douglas,1,2
SINGLE_FAMILY,601 Bath St,Carson City,NV,89703,3,2,1388,1965,375000,4/25/2024,Carson City,1,2
SINGLE_FAMILY,756 Crimson Cir,Carson City,NV,89706,3,2.5,1507,2023,469436,4/29/2024,Carson City,2,2
SINGLE_FAMILY,719 Crimson Cir,Carson City,NV,89706,3,2.5,1507,2024,460085,4/25/2024,Carson City,2,2
SINGLE_FAMILY,451 Sandalwood Dr,Carson City,NV,89701,3,2,1132,1990,445000,4/26/2024,Carson City,1,2
TOWNHOMES,1242 Toscana Way,Carson City,NV,89701,2,2.5,1198,2007,350000,4/24/2024,Carson City,2,1
SINGLE_FAMILY,1226 Little Ln,Carson City,NV,89701,3,2.5,1683,2023,465000,4/24/2024,Carson City,2,2
SINGLE_FAMILY,298 Senecas Ct,Carson City,NV,89705,4,4.5,3171,2020,4150000,4/19/2024,Douglas,2,2
SINGLE_FAMILY,3900 Ormsby Pl,Washoe Valley,NV,89704,3,3,1804,1965,487100,4/24/2024,Washoe,1,2
SINGLE_FAMILY,2480 Merrit Dr,Carson City,NV,89701,3,1,1008,1971,393500,4/23/2024,Carson City,1,2
SINGLE_FAMILY,4041 Lepire Dr,Carson City,NV,89701,4,3,2287,2005,660000,4/22/2024,Carson City,2,2
MULTI_FAMILY,4240 Kings Canyon Rd,Carson City,NV,89703,1,2,1170,1954,525000,4/23/2024,Carson City,1,0
SINGLE_FAMILY,1845 Tipton Peak St,Carson City,NV,89701,4,3,2100,2024,519950,4/20/2024,Carson City,1,3
SINGLE_FAMILY,2625 Blossom View Ln,Carson City,NV,89701,3,2,1543,1984,429000,4/23/2024,Carson City,1,2
SINGLE_FAMILY,2725 Waterford Pl,Carson City,NV,89703,3,2.5,2543,2002,890000,4/24/2024,Carson City,1,3
SINGLE_FAMILY,3536 Tourmaline Ct,Carson City,NV,89705,3,2,1463,2020,575000,4/23/2024,Douglas,1,2
SINGLE_FAMILY,1135 Jacobs Way,Carson City,NV,89701,3,2,1237,2000,435000,4/22/2024,Carson City,1,2
SINGLE_FAMILY,302 E John St,Carson City,NV,89706,2,1,1305,1953,436250,4/22/2024,Carson City,1,2
SINGLE_FAMILY,944 Opalite Dr,Carson City,NV,89705,3,2,1088,1978,378000,10/12/2021,Douglas,1,2
SINGLE_FAMILY,2410 Pinebrook Dr,Carson City,NV,89701,4,2.5,1768,1986,455000,10/18/2021,Carson City,2,2
OTHER,1460 S Curry St,Carson City,NV,89703,0,0,12677,2008,3195000,10/13/2021,Carson City,1,0
MOBILE,2840 Bunch Way,Carson City,NV,89706,3,2,1635,1968,249500,10/15/2021,Carson City,1,0
SINGLE_FAMILY,1467 Trolley Way,Carson City,NV,89701,3,2,1360,1984,392000,10/12/2021,Carson City,1,2
SINGLE_FAMILY,1973 Hamilton Ave,Carson City,NV,89706,3,2,1416,1987,416000,10/13/2021,Carson City,1,2
SINGLE_FAMILY,2485 Pinebrook Dr,Carson City,NV,89701,3,2,1364,1986,475000,10/15/2021,Carson City,1,2
SINGLE_FAMILY,1427 Lindsay Ln,Carson City,NV,89706,3,2,1152,1992,385000,10/15/2021,Carson City,1,2
SINGLE_FAMILY,2950 White Pine Dr,Carson City,NV,89704,3,2,1976,1964,530000,10/15/2021,Washoe,1,2
SINGLE_FAMILY,6508 Montgomery Pass Ct,Carson City,NV,89701,4,2,2224,2017,635000,10/21/2021,Carson City,1,3
SINGLE_FAMILY,2239 Table Rock Dr,Carson City,NV,89706,3,2.5,1779,2003,525000,10/12/2021,Carson City,2,2
SINGLE_FAMILY,2670 Pinion Pine Dr,Carson City,NV,89706,3,2,1152,1997,390000,10/14/2021,Carson City,1,2
SINGLE_FAMILY,716 Lander Dr,Carson City,NV,89701,4,2,1860,1974,139915,10/18/2021,Carson City,1,0
SINGLE_FAMILY,486 W Long St,Carson City,NV,89703,3,2,1586,1965,439900,10/13/2021,Carson City,1,2
TOWNHOMES,1252 Correlli Ct,Carson City,NV,89706,3,2.5,1439,2021,436000,10/18/2021,Carson City,2,1
SINGLE_FAMILY,962 Desert Ct,Carson City,NV,89705,3,2,1781,1998,600000,10/13/2021,Douglas,1,2
SINGLE_FAMILY,908 Amador Cir,Carson City,NV,89705,3,2,1120,1987,355000,10/21/2021,Douglas,1,2
SINGLE_FAMILY,3485 E Garden St,Carson City,NV,89705,0,0,1614,2021,425000,10/15/2021,Douglas,2,0
MULTI_FAMILY,1400 N Carson St,Carson City,NV,89701,0,0,25700,1959,3500000,10/20/2021,Carson City,2,0
SINGLE_FAMILY,1326 Siskiyou Dr,Carson City,NV,89701,3,2,1088,1972,350000,10/12/2021,Carson City,1,0
SINGLE_FAMILY,4049 Siena Dr,Carson City,NV,89703,4,3,2762,2019,802500,10/8/2021,Carson City,1,3
MOBILE,12 Kit Sierra Loop,Carson City,NV,89706,3,2,1152,1985,254900,10/6/2021,Carson City,1,0
SINGLE_FAMILY,187 Broadleaf Ln,Carson City,NV,89706,3,2,1490,1991,450000,10/15/2021,Carson City,1,2
MULTI_FAMILY,3937 Pheasant Dr,Carson City,NV,89701,9,8,3720,1995,655000,10/15/2021,Carson City,2,0
SINGLE_FAMILY,4301 Hobart Rd,Carson City,NV,89703,2,2,2111,1986,730000,10/20/2021,Carson City,1,0
SINGLE_FAMILY,902 Alyce Ct,Carson City,NV,89701,5,3,3116,2006,1060000,10/21/2021,Carson City,0,4
SINGLE_FAMILY,1901 N Division St,Carson City,NV,89703,3,1.5,1150,1954,385000,10/15/2021,Carson City,1,1
MOBILE,1427 Parkland Ave,Carson City,NV,89701,4,2,1782,1990,318000,10/18/2021,Carson City,1,0
TOWNHOMES,1258 Correlli Ct,Carson City,NV,89706,3,2.5,1439,2021,439000,10/18/2021,Carson City,2,1
SINGLE_FAMILY,3809 Bonnie Pl,Carson City,NV,89701,3,2.5,1230,2021,360000,10/19/2021,Carson City,2,1
SINGLE_FAMILY,1219 Palo Verde Dr,Carson City,NV,89701,3,2,1888,1973,425000,10/12/2021,Carson City,1,0
SINGLE_FAMILY,1911 Marian Ave,Carson City,NV,89706,3,2,1184,1964,355000,10/20/2021,Carson City,1,0
SINGLE_FAMILY,527 Briarwood Dr,Carson City,NV,89701,5,3,2657,1995,400000,10/6/2021,Carson City,1,0
SINGLE_FAMILY,2412 Genoa Meadows Cir,Carson City,NV,89705,0,0,2707,2002,975000,10/12/2021,Douglas,1,0
SINGLE_FAMILY,2832 Snowflake Dr,Carson City,NV,89703,4,3.5,2748,2004,810000,10/20/2021,Carson City,1,3
SINGLE_FAMILY,1780 N Winnie Ln,Carson City,NV,89703,4,3.5,2788,1973,530000,10/15/2021,Carson City,1,3
SINGLE_FAMILY,2605 Lewis Dr,Carson City,NV,89701,3,2,1269,1970,345000,10/15/2021,Carson City,1,2
SINGLE_FAMILY,809 Rolando Way,Carson City,NV,89701,4,2,1412,1973,455000,10/20/2021,Carson City,1,2
SINGLE_FAMILY,1976 Marian Ave,Carson City,NV,89706,3,2,1400,1971,408000,10/14/2021,Carson City,1,2
